id,nombre,apellido,email,sexo,dimensions,requirements,longitude,latitude
362,Marje,Settle,msettlea1@technorati.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":4}]",-71.5922610258563,-34.8850084734473
363,Daren,Joret,djoreta2@hhs.gov,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6}]",-71.512605324715,-34.9763418852141
364,Morena,Egginson,megginsona3@facebook.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7}]",-72.0366090114394,-35.0035671515552
365,Wilburt,Picopp,wpicoppa4@cbslocal.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3}]",-72.1509987717453,-35.0083432834434
366,Baird,Capeloff,bcapeloffa5@fastcompany.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":5}]",-72.0423019629682,-34.9820868333883
367,Alley,Sandry,asandrya6@jigsy.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":10}]",-70.9813598944471,-35.3223888305164
368,Artemus,Abramovic,aabramovica7@wordpress.org,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":9}]",-71.2605668839804,-35.1026330388227
369,Hernando,Chetwind,hchetwinda8@arizona.edu,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":1}]",-70.8702775922829,-35.4239866748597
370,Pete,Foucher,pfouchera9@dell.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4}]",-71.3365200417076,-34.8917186135857
371,Ashbey,MacAdam,amacadamaa@dell.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":1}]",-71.4738131118291,-34.9184917435857
372,Fred,Tetla,ftetlaab@weather.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":3}]",-71.4331388910535,-34.9025615021342
373,Brenna,Petticrew,bpetticrewac@drupal.org,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":9},{""name"":""casco"",""score"":8}]",-70.4399353516903,-35.1033689304194
374,Paolo,Statersfield,pstatersfieldad@bravesites.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":6},{""name"":""condicion fisica"",""score"":4},{""name"":""casco"",""score"":9}]",-71.0681319244541,-35.009039320276
375,Evangelina,Helwig,ehelwigae@furl.net,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":4}]",-70.4958135666944,-34.9848764499573
376,Catarina,McKinstry,cmckinstryaf@cbc.ca,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4}]",-71.3707678548887,-35.0060376175686
377,Neall,Caswell,ncaswellag@technorati.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":9}]",-71.3339362248024,-35.0595313859311
378,Lotti,McCormack,lmccormackah@toplist.cz,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":3},{""name"":""casco"",""score"":8}]",-71.5469656171197,-35.1317566654399
379,Issie,Tanzer,itanzerai@noaa.gov,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":2}]",-71.2065497305804,-34.8839351069135
380,Willa,Tender,wtenderaj@cmu.edu,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":10}]",-71.0490986774,-34.9120230386145
381,Lurette,Kiggel,lkiggelak@woothemes.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":8}]",-71.2906331718721,-34.8534308152352
382,Cathi,Lewton,clewtonal@zdnet.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":1}]",-72.0517893940236,-34.880660266201
383,Genvieve,Whiskin,gwhiskinam@amazon.co.uk,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":9}]",-72.1216026429381,-34.8419092187136
384,Esma,O'Lagen,eolagenan@wp.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":2}]",-71.955557289315,-34.8793637966295
385,Adam,Georgiev,ageorgievao@opensource.org,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":1}]",-71.1438526266688,-35.8857933749711
386,Cyrus,Kierans,ckieransap@techcrunch.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":9},{""name"":""casco"",""score"":7}]",-71.5503989871559,-35.8020776240599
387,Boot,Ludy,bludyaq@123-reg.co.uk,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":8}]",-71.3216146623262,-36.0514619469029
388,Lorelle,Albrighton,lalbrightonar@salon.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":2}]",-70.9778910657719,-36.4233451617057
389,Cori,Bruhnicke,cbruhnickeas@addthis.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8}]",-71.349271748737,-35.8275611631254
390,Lorinda,Espinel,lespinelat@unicef.org,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":1}]",-71.1176205821662,-35.8576385250395
391,Tandy,Jerzak,tjerzakau@disqus.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":7}]",-71.8202666318301,-35.8082578378205
392,Adelheid,Senechell,asenechellav@techcrunch.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6}]",-71.7477667097116,-35.8904528922446
393,Cally,Doerffer,cdoerfferaw@mlb.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":1}]",-71.6377056161151,-36.0787180558013
394,Chrisse,Meale,cmealeax@prnewswire.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":6}]",-71.7148917904711,-36.2705694125563
395,Bobbye,Wanderschek,bwanderschekay@house.gov,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":8}]",-71.5635698389042,-36.3677367812714
396,Kendall,Samper,ksamperaz@uiuc.edu,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":6}]",-71.3542702868554,-36.2720452422774
397,Wash,Roxburgh,wroxburghb0@disqus.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":3}]",-71.9905423166745,-35.9505230921694
398,Den,Erratt,derrattb1@weebly.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":5},{""name"":""casco"",""score"":10}]",-71.6988172862067,-36.1423367424188
399,Lemmie,Giraudel,lgiraudelb2@timesonline.co.uk,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":8}]",-71.7389353428869,-36.1259070186973
400,Barde,Oldroyde,boldroydeb3@sbwire.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":8}]",-71.6481901663535,-35.611393649695
401,Christan,Francecione,cfrancecioneb4@exblog.jp,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2}]",-72.0186461500509,-35.7362151057922
402,Care,Yggo,cyggob5@yahoo.co.jp,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":8}]",-71.9384872918322,-35.7302481903903
403,Gerard,Roblou,grobloub6@lycos.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":7}]",-71.6783656180028,-35.6381589291408
404,Upton,Huckstepp,uhucksteppb7@purevolume.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":9}]",-71.7251759470916,-35.6818231096171
405,Siana,Riglesford,sriglesfordb8@wp.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":1}]",-71.6703750762292,-35.7687790480783
406,Conny,Hearse,chearseb9@rediff.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":3}]",-71.5531340704458,-35.6345852530569
407,Westley,Pond-Jones,wpondjonesba@rediff.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":7},{""name"":""casco"",""score"":9}]",-71.5329111057313,-35.6526548190665
408,Martynne,Boynton,mboyntonbb@tamu.edu,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":6}]",-71.5164047577783,-35.6608004753991
409,Scott,Culbard,sculbardbc@ca.gov,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5}]",-72.9848288698342,-37.033278031138
410,Priscella,Harberer,pharbererbd@symantec.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":5}]",-73.0935884031865,-36.9965138854398
411,Max,McKenzie,mmckenziebe@dion.ne.jp,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":10}]",-73.0718904137336,-37.0113707864616
412,Luis,Illsley,lillsleybf@jalbum.net,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":6}]",-72.8018345699259,-36.883914389232
413,Del,Brien,dbrienbg@columbia.edu,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":9},{""name"":""casco"",""score"":8}]",-72.6651768791098,-36.9220525642632
414,Matthaeus,Ales,malesbh@aol.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":3}]",-72.7957867010276,-36.842762050684
415,Phyllida,Markham,pmarkhambi@dailymotion.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":7}]",-73.1693540239522,-37.1317030658254
416,Reinaldo,Calcraft,rcalcraftbj@fastcompany.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":3}]",-73.150702629341,-37.1377266245606
417,Bernita,Biscomb,bbiscombbk@constantcontact.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":6},{""name"":""condicion fisica"",""score"":8},{""name"":""casco"",""score"":1}]",-73.0751229841741,-37.1547549898921
418,Wadsworth,McLaughlin,wmclaughlinbl@sakura.ne.jp,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":8},{""name"":""casco"",""score"":1}]",-73.0231805791335,-37.1005992331477
